property_type,tenure,built_year,num_beds,num_baths,size_sqft,lat,lng,price
0,0,1988.0,3.0,2.0,1000,1.44673855,103.83225253445544,644600.0
2,0,2026.0,3.0,2.0,958,1.44002835,103.82774103667388,1496200.0
2,0,2016.0,3.0,3.0,1475,1.2645666,103.8154820873072,3255000.0
1,0,2027.0,4.0,4.0,1335,1.4349279,103.8452818,1732500.0
2,2,2025.0,2.0,2.0,786,1.31730585,103.83260746060152,2289000.0
2,0,2025.0,2.0,2.0,980,1.26522915,103.81751884226044,2475900.0
0,0,1988.0,3.0,2.0,1475,1.4500965,103.81423175,735000.0
2,0,1996.0,2.0,2.0,926,1.3128118,103.93903292138398,1207500.0
2,2,2022.0,2.0,2.0,700,1.31735885,103.83802909608715,1845900.0
0,0,2004.0,3.0,2.0,1119,1.4408041,103.7938931,564900.0
0,0,1980.0,3.0,3.0,1550,1.34762545,103.85598106983178,1152900.0
0,0,1995.0,3.0,2.0,969,1.2859684,103.8301033,840000.0
2,2,2025.0,4.0,4.0,2411,1.29410615,103.83673469533848,7959000.0
2,2,2025.0,3.0,2.0,797,1.3086965,103.8981317,1827000.0
0,0,1996.0,3.0,2.0,1129,1.3282246,103.90410920306168,598500.0
1,0,2027.0,3.0,2.0,980,1.4349279,103.8452818,1176000.0
2,0,2025.0,3.0,3.0,1615,1.3116278,103.79388546155636,5626800.0
1,0,2017.0,5.0,6.0,3563,1.32344785,103.94498453481926,4095000.0
1,1,2007.0,4.0,2.0,2200,1.3543997,103.8312702,3360000.0
2,2,2022.0,2.0,1.0,635,1.3443339,103.8786904,1545600.0
2,2,2023.0,2.0,2.0,797,1.3123637,103.80327091227252,2205000.0
2,2,2022.0,1.0,1.0,463,1.3443339,103.8786904,1194900.0
0,0,1992.0,2.0,2.0,721,1.3996653499999998,103.8998812698095,493500.0
0,0,2010.0,3.0,2.0,1216,1.39741065,103.88134762712414,1050000.0
2,0,2023.0,3.0,2.0,947,1.30010805,103.84667445597408,2729000.0
2,0,2024.0,4.0,5.0,1270,1.4417104,103.82765897017129,1971900.0
0,0,1992.0,3.0,2.0,990,1.3658065499999998,103.752791692689,598500.0
0,0,1985.0,4.0,2.0,1389,1.3745984999999998,103.94197504158748,840000.0
2,0,2017.0,1.0,1.0,581,1.3295936,103.8694977,955500.0
2,0,2024.0,2.0,2.0,872,1.3533168,103.7896255,1667400.0
2,0,2001.0,2.0,2.0,861,1.328975,103.94437047187644,1050000.0
0,0,1985.0,2.0,2.0,785,1.3504006,103.95490477548174,420000.0
2,0,2014.0,1.0,1.0,603,1.38702485,103.86962346377868,756000.0
1,2,2005.0,4.0,3.0,3000,1.3987858,103.8179545,4861500.0
2,0,2023.0,4.0,4.0,2002,1.3027702,103.8694351,7129500.0
2,2,2023.0,2.0,1.0,646,1.32970335,103.90568292831622,1360800.0
2,2,2022.0,2.0,2.0,829,1.3162896000000002,103.8405759660977,2231200.0
1,0,1996.0,7.0,6.0,3800,1.3642682,103.9675891,3150000.0
2,0,2004.0,3.0,2.0,1195,1.3786175,103.9591009444671,1239000.0
0,0,1975.0,2.0,1.0,700,1.3045459,103.9150503815288,441000.0
0,0,1988.0,2.0,2.0,732,1.41483,103.84002753628975,451500.0
0,0,1985.0,4.0,2.0,1603,1.3657750000000002,103.95653871628758,838800.0
0,0,1981.0,3.0,2.0,1000,1.32713885,103.860468722052,764400.0
0,0,1992.0,3.0,2.0,1194,1.3987451,103.7480621,577500.0
0,0,1985.0,4.0,2.0,1440,1.3663655499999998,103.96243184121396,808500.0
1,2,1980.0,5.0,7.0,4284,1.3732243,103.8299883,5859000.0
2,2,2023.0,4.0,3.0,1227,14.4848138,121.0232316,2520000.0
0,0,1992.0,3.0,2.0,1184,1.3866844,103.75977167010612,714000.0
0,0,1992.0,2.0,1.0,688,1.35089275,103.87532535,409500.0
2,2,2022.0,3.0,4.0,1873,1.2987726,103.895798,5555600.0
1,0,2000.0,3.0,2.0,1410,1.35112195,103.69668831773896,1562400.0
2,2,2022.0,4.0,4.0,1808,1.3443339,103.8786904,3945900.0
2,0,2017.0,1.0,1.0,721,1.277361,103.84933771170438,1995000.0
0,0,1988.0,3.0,2.0,979,1.45216775,103.82125447601146,493500.0
0,0,1975.0,3.0,2.0,1270,1.31317605,103.8972381984271,787500.0
1,1,2005.0,5.0,7.0,4910,1.3310976,103.79685463240438,6582400.0
0,0,1996.0,3.0,2.0,1184,1.313735,103.8721933826356,945000.0
0,0,1998.0,3.0,2.0,1109,1.35142255,103.72076378988513,477800.0
2,2,2003.0,1.0,1.0,699,1.2754817,103.84159075644158,1701000.0
0,0,1985.0,3.0,3.0,1582,1.3741753499999998,103.9578372,913500.0
2,2,2023.0,1.0,1.0,474,1.3123637,103.80327091227252,1352400.0
2,0,2023.0,2.0,1.0,614,1.30010805,103.84667445597408,1680000.0
2,2,2023.0,1.0,1.0,474,1.3123637,103.80327091227252,1378100.0
2,2,2025.0,4.0,4.0,2056,1.29410615,103.83673469533848,6606600.0
2,1,2010.0,5.0,3.0,4200,1.3602446499999998,103.86511076372146,7560000.0
1,0,2027.0,3.0,2.0,969,1.4349279,103.8452818,1165500.0
1,0,2022.0,6.0,6.0,4865,1.36703,103.88996647282468,4229400.0
0,0,1998.0,2.0,2.0,767,1.3476873,103.72511885,404200.0
2,0,2024.0,4.0,4.0,1270,1.33869315,103.87174954613296,3081800.0
0,0,1992.0,3.0,2.0,990,1.3586475,103.87147476513556,575400.0
0,0,1988.0,3.0,2.0,1313,1.43467,103.83938434858264,588000.0
2,2,2024.0,2.0,2.0,743,1.3393381,103.7638932,1792400.0
0,0,2004.0,4.0,2.0,1410,1.4299583,103.796294464457,714000.0
0,0,1992.0,3.0,2.0,1184,1.38775885,103.7641263869308,603800.0
0,0,2017.0,2.0,2.0,721,1.3368101,103.86261269874156,441000.0
0,0,1980.0,2.0,2.0,785,1.3700860499999998,103.84248556135908,420000.0
0,0,1985.0,3.0,2.0,1313,1.3429403,103.94937010700484,682500.0
2,0,2023.0,2.0,2.0,667,1.36679605,103.8865753660334,1394400.0
0,0,1985.0,3.0,2.0,1356,1.35295305,103.94936484227732,693000.0
2,0,2024.0,3.0,2.0,1066,1.29841635,103.85717773862802,2988300.0
1,2,2021.0,5.0,5.0,4865,1.3004884,103.8277811,9765000.0
2,0,2011.0,3.0,4.0,2164,1.23962095,103.83771301051394,4667700.0
2,2,1999.0,2.0,2.0,1066,1.2830264,103.7851434852618,1564500.0
2,2,2023.0,2.0,1.0,667,1.3123637,103.80327091227252,1771400.0
2,2,2022.0,3.0,2.0,1109,1.3014769,103.9011745,2604000.0
2,1,1977.0,5.0,5.0,7534,1.3862854,103.9376076,8925000.0
0,0,1992.0,4.0,2.0,1216,1.37678035,103.90156026233976,765400.0
0,0,1992.0,1.0,10.0,232,1.39055585,103.89892097462496,39242425300.0
2,0,2025.0,2.0,1.0,657,1.377286,103.7568632,1241700.0
0,0,2017.0,3.0,1.0,699,1.3166554,103.8056323,554400.0
2,0,2025.0,2.0,2.0,743,1.29636395,103.857202171856,2205000.0
0,0,1985.0,3.0,2.0,1108,1.35639285,103.93403916780636,588000.0
2,2,2022.0,5.0,4.0,2217,1.3165593,103.8298930092109,6930000.0
2,0,2005.0,3.0,2.0,969,1.3520561,103.7584789275562,1039500.0
1,0,2013.0,3.0,3.0,1066,1.3813785,103.89119243071497,1605300.0
0,0,1992.0,3.0,2.0,1184,1.3955935,103.8990262464462,630000.0
1,0,2023.0,3.0,2.0,840,1.4100292,103.8982902404396,1050000.0
2,2,2022.0,2.0,1.0,785,1.3162896000000002,103.8405759660977,1981100.0
2,0,2024.0,2.0,2.0,721,1.3660231,103.77507192428756,1164300.0
2,2,2022.0,2.0,2.0,1313,1.30489855,103.8276985894598,5024200.0
2,0,2025.0,2.0,1.0,657,1.377286,103.7568632,984900.0
2,2,2023.0,3.0,3.0,1238,14.4848138,121.0232316,2608200.0
2,0,2026.0,5.0,4.0,1755,1.2915415,103.84517442690934,5565000.0
1,0,2022.0,6.0,6.0,4865,1.36703,103.88996647282468,4014200.0
0,0,1992.0,4.0,2.0,1389,1.3952052,103.7448605,656200.0
2,2,2025.0,2.0,2.0,657,1.310429,103.80282102340084,1869000.0
2,2,2013.0,1.0,1.0,495,1.31498965,103.8265654202031,997500.0
2,2,2023.0,1.0,1.0,474,1.3123637,103.80327091227252,1438500.0
1,1,1997.0,6.0,3.0,3928,1.3818572,103.8354903,6195000.0
0,0,1981.0,3.0,2.0,1087,1.3336705,103.84564568462469,871500.0
0,0,1978.0,2.0,2.0,721,1.3139608,103.7711126,450300.0
0,0,1985.0,3.0,2.0,1012,1.3426276,103.95868637747569,848400.0
2,0,2018.0,1.0,1.0,506,1.2847031,103.82980137489204,1459500.0
0,0,1978.0,2.0,2.0,721,1.317397,103.7688249,450300.0
2,2,2009.0,1.0,1.0,656,1.2984854499999998,103.83687729504751,1820000.0
2,2,2026.0,2.0,1.0,603,1.2887652,103.8488122,1364000.0
0,0,1992.0,3.0,2.0,1184,1.3993090499999998,103.91509862474248,597400.0
0,0,1988.0,3.0,2.0,990,1.4271284,103.840722,554400.0
0,0,1985.0,2.0,2.0,785,1.3463778,103.93961789313832,451500.0
2,2,2015.0,1.0,1.0,431,1.3128181,103.88507992449216,714000.0
1,2,1979.0,6.0,5.0,7006,1.3301951,103.8102275,10899000.0
2,2,2024.0,5.0,4.0,1884,1.3393381,103.7638932,4438400.0
0,0,1992.0,3.0,2.0,1022,1.34481015,103.74566243957514,743400.0
0,0,1992.0,3.0,2.0,1098,1.3860161,103.90397628464564,567000.0
1,0,1998.0,5.0,4.0,3995,1.4283557,103.7804964,3150000.0
2,2,2016.0,1.0,1.0,474,1.3157213,103.84160862206242,1239000.0
0,0,2004.0,2.0,2.0,721,1.4332343,103.8015285,459800.0
0,0,1988.0,1.0,1.0,505,1.4194215,103.8421411908078,367500.0
0,0,2006.0,2.0,2.0,721,1.27342865,103.80700180846044,682500.0
0,0,1992.0,4.0,2.0,1313,1.38063635,103.748371133238,672000.0
0,0,1985.0,3.0,2.0,1313,1.35344525,103.93553981050346,714000.0
2,2,2023.0,5.0,5.0,1819,1.27568865,103.83822499656318,6161400.0
2,0,2017.0,4.0,3.0,1098,1.38944175,103.89537273107982,1680000.0
1,2,2005.0,5.0,5.0,6502,1.3544038,103.8653864,7329000.0
2,2,2025.0,3.0,3.0,1055,1.310429,103.80282102340084,2730000.0
2,2,2011.0,2.0,2.0,872,1.3129422000000002,103.84155234754564,2373000.0
2,2,2015.0,4.0,4.0,3348,1.3108418,103.91424071786366,5565000.0
2,2,1995.0,3.0,2.0,1227,1.34112405,103.76518947153818,2047500.0
2,0,2020.0,2.0,2.0,710,1.3084724,103.83637882843551,1344000.0
2,0,2022.0,1.0,1.0,517,1.3178829,103.90317670322858,1155000.0
2,2,2023.0,3.0,3.0,1130,14.4848138,121.0232316,2248000.0
0,0,1996.0,3.0,2.0,914,1.3139661,103.8723863167582,892500.0
1,1,1977.0,5.0,5.0,7534,1.3862854,103.9376076,9030000.0
0,0,1980.0,2.0,2.0,721,1.36959125,103.85841919318976,504000.0
1,2,2025.0,4.0,6.0,4716,1.30062,103.892783,8059800.0
2,2,2022.0,3.0,3.0,958,1.3443339,103.8786904,2164000.0
2,0,2025.0,2.0,2.0,743,1.29636395,103.857202171856,2252200.0
2,0,2022.0,1.0,1.0,700,1.30358825,103.82516875239632,2368300.0
2,0,2023.0,4.0,4.0,1496,1.304855,103.77377633404797,2940000.0
0,0,1995.0,2.0,1.0,710,1.2918678,103.80266735,378000.0
0,0,2017.0,2.0,2.0,796,1.3343561,103.86927341870928,524000.0
2,2,2023.0,4.0,4.0,1744,1.3058321,103.8382586,5775000.0
0,0,1980.0,2.0,2.0,731,1.3702891,103.8434139,472500.0
1,0,2019.0,5.0,6.0,4184,1.3795542,103.8641187,5132400.0
0,0,2000.0,3.0,2.0,1097,1.3355375,103.92216215797038,596400.0
2,2,2022.0,1.0,1.0,441,1.3443339,103.8786904,1142400.0
2,1,2008.0,3.0,3.0,1959,1.3055371,103.82664893596984,5250000.0
2,0,2025.0,3.0,3.0,1141,1.28617715,103.83955002171584,2505200.0
2,2,2022.0,2.0,1.0,657,1.3443339,103.8786904,1647400.0
1,1,2011.0,4.0,2.0,2800,1.362771,103.8754883,4809000.0
2,0,2023.0,4.0,4.0,1528,1.3124025,103.84117158557598,4082400.0
0,0,1992.0,3.0,2.0,1076,1.3716072499999998,103.87540214808246,617400.0
2,2,2022.0,2.0,1.0,678,1.3443339,103.8786904,1730400.0
1,2,2015.0,6.0,6.0,4000,1.3197815,103.908881,7140000.0
1,2,1977.0,6.0,5.0,4300,1.3459255,103.9619343,5040000.0
0,0,1998.0,3.0,2.0,969,1.3216557,103.7386216,530200.0
0,0,2017.0,3.0,2.0,882,1.30892345,103.78866319764003,514500.0
2,0,2024.0,3.0,2.0,1119,1.29988105,103.88811428633838,2584900.0
0,0,1988.0,3.0,2.0,1000,1.4473779,103.83436595951213,551200.0
0,0,1992.0,3.0,2.0,990,1.377017,103.7401962,556500.0
2,1,2024.0,2.0,2.0,872,1.3306509,103.7670572,1774500.0
1,2,2025.0,4.0,6.0,4717,1.30062,103.892783,8059800.0
2,2,2024.0,3.0,2.0,1109,1.3005809,103.89939364290174,2772000.0
2,2,2019.0,1.0,2.0,474,1.2937092,103.8226002,1259000.0
1,0,2026.0,3.0,2.0,883,1.4446778,103.8311689,1166600.0
0,0,2004.0,2.0,2.0,775,1.30582635,103.85526634099988,535500.0
0,0,1988.0,3.0,2.0,981,1.4549836,103.8174025,551200.0
0,0,1992.0,4.0,2.0,1324,1.3822077,103.74504000514744,682500.0
2,2,2023.0,3.0,2.0,1130,1.3087662,103.8090654,3139500.0
2,2,2022.0,3.0,3.0,1249,1.3157947,103.8320962933791,3675000.0
2,0,2020.0,2.0,2.0,775,1.33897705,103.85119975897923,1470000.0
0,0,1988.0,3.0,2.0,980,1.4180703,103.8387971,556500.0
2,0,2024.0,2.0,2.0,721,1.3707342,103.759633,1155000.0
0,0,1992.0,2.0,2.0,732,1.3613327,103.74727694148228,407400.0
2,2,2014.0,6.0,6.0,7015,1.2773807,103.85366394471836,8998500.0
0,0,2011.0,3.0,2.0,1140,1.2777916500000002,103.84140360852476,1458300.0
2,0,2023.0,4.0,3.0,1604,1.3124025,103.84117158557598,4257800.0
2,0,2024.0,3.0,3.0,1033,1.3707342,103.759633,1575000.0
2,0,2007.0,2.0,2.0,1163,1.30135395,103.84594565183784,2205000.0
2,2,2022.0,4.0,4.0,1216,1.3443339,103.8786904,2598800.0
2,0,2023.0,2.0,1.0,635,1.36679605,103.8865753660334,1306200.0
0,0,1992.0,3.0,2.0,1184,1.3870525,103.7722878,556500.0
0,0,2010.0,3.0,2.0,1183,1.3884585,103.8752595856565,932400.0
0,0,1981.0,2.0,1.0,699,1.33203315,103.84409033163348,407400.0
0,0,1995.0,2.0,1.0,947,1.28541625,103.8312761722304,785400.0
0,0,1980.0,3.0,2.0,893,1.3472304,103.85331682368952,556500.0
1,2,2013.0,6.0,4.0,2418,1.3307918,103.7577266,3675000.0
0,0,1992.0,3.0,2.0,1313,1.3825334,103.76345187923133,722400.0
0,0,1992.0,3.0,3.0,1646,1.36258175,103.74815778045756,827400.0
0,0,2000.0,4.0,2.0,1862,1.3345678,103.9144298818246,1207500.0
2,1,1977.0,5.0,6.0,7534,1.3862854,103.9376076,9030000.0
2,0,1999.0,3.0,2.0,965,1.3406712,103.9591569,828300.0
2,2,2016.0,2.0,1.0,926,1.3157213,103.84160862206242,1962600.0
0,0,1992.0,3.0,2.0,1313,1.38063635,103.748371133238,672000.0
0,0,1995.0,3.0,2.0,1087,1.28970785,103.8152854812608,945000.0
2,0,1980.0,1.0,2.0,915,1.3345877000000002,103.8098990277799,1365000.0
0,0,2000.0,3.0,2.0,990,1.3269579500000002,103.93576200668566,556500.0
2,2,2025.0,3.0,3.0,1281,1.31730585,103.83260746060152,3570000.0
2,0,2021.0,2.0,2.0,678,1.3386555,103.86956677011077,1677900.0
2,2,2022.0,3.0,4.0,1862,1.3095826,103.800775,5901200.0
1,0,2017.0,4.0,2.0,1163,1.3997054,103.89091928493724,1627500.0
2,0,2025.0,2.0,2.0,678,1.28617715,103.83955002171584,1785000.0
2,0,2025.0,2.0,2.0,678,1.28617715,103.83955002171584,2156700.0
2,2,2024.0,2.0,2.0,1432,1.30364895,103.82569707868404,5972400.0
0,0,1998.0,3.0,3.0,1604,1.35055615,103.73129847130429,765300.0
2,2,2014.0,4.0,4.0,2842,1.3088303,103.83013049275884,14422800.0
2,2,1979.0,6.0,7.0,8320,1.3292661,103.81093081688778,16674000.0
2,0,2004.0,8.0,6.0,6600,1.2665537,103.81519184203198,11550000.0
0,0,1998.0,3.0,2.0,1291,1.3409678,103.7474670086042,798000.0
0,0,1992.0,3.0,2.0,1184,1.3931066,103.8963174,617400.0
0,0,1985.0,4.0,2.0,1603,1.3706771,103.96253685,787500.0
2,2,1997.0,5.0,5.0,7000,1.3343598,103.78478469154,115500000.0
2,2,2014.0,6.0,5.0,7000,1.3171727,103.922284,9333300.0
2,2,2010.0,3.0,3.0,1927,1.2962126500000002,103.82810758798588,5932500.0
0,0,2004.0,3.0,2.0,1087,1.4374187,103.7974567,540800.0
0,0,2004.0,3.0,2.0,1290,1.42847465,103.79387053905155,628800.0
0,0,2004.0,4.0,2.0,1517,1.43652515,103.80232658400462,933300.0
2,2,2013.0,1.0,1.0,914,1.3076864,103.89941732859688,1134000.0
0,0,2004.0,3.0,2.0,1571,1.4416285,103.79262783151272,840000.0
0,0,1988.0,4.0,2.0,1442,1.4330258,103.8321353,714000.0
0,0,1988.0,2.0,2.0,721,1.427695,103.84219012492916,564900.0
2,2,2023.0,2.0,1.0,657,1.3087662,103.8090654,1876600.0
2,2,1997.0,3.0,3.0,1690,1.32592175,103.8465512,2730000.0
2,1,1997.0,4.0,3.0,2034,1.3304264,103.8114157,3990000.0
2,2,2025.0,4.0,6.0,2056,1.29410615,103.83673469533848,7020300.0
0,0,1988.0,4.0,3.0,1571,1.43790205,103.83695990417766,876800.0
2,0,2016.0,3.0,2.0,1335,1.41870295,103.84782621163892,1428000.0
2,0,2023.0,2.0,2.0,721,1.3171376,103.75970123067364,1509900.0
0,0,2000.0,3.0,2.0,1238,1.3365215,103.93798236744894,785400.0
0,0,1992.0,3.0,2.0,1432,1.3665444,103.8969803,924000.0
2,0,2024.0,1.0,1.0,527,1.29773195,103.8559134735316,1632800.0
2,2,2025.0,2.0,1.0,646,1.3136277,103.8831086,1341300.0
2,0,2026.0,2.0,2.0,872,1.2739587,103.84363531310518,2295300.0
2,1,1977.0,5.0,6.0,7535,1.3862854,103.9376076,9030000.0
2,2,2025.0,3.0,2.0,1227,1.31730585,103.83260746060152,3579200.0
1,0,2004.0,1.0,1.0,5700,1.3252825,103.7921575,8505000.0
1,1,1977.0,4.0,7.0,5990,1.3862854,103.9376076,6300000.0
2,2,2015.0,2.0,2.0,829,1.27190495,103.80777715243804,1911000.0
1,0,2023.0,5.0,4.0,1432,1.4100292,103.8982902404396,1680000.0
0,0,2004.0,1.0,1.0,505,1.4309351499999998,103.79780531581255,367500.0
2,0,2005.0,2.0,2.0,1615,1.31057,103.83189225803662,3360000.0
0,0,1995.0,3.0,2.0,1302,1.2892428,103.81554423916955,892500.0
2,0,2024.0,4.0,3.0,1292,1.3533168,103.7896255,3021900.0
2,2,2022.0,4.0,5.0,3240,1.2987726,103.895798,8772800.0
2,2,2023.0,2.0,1.0,614,1.3123637,103.80327091227252,1680000.0
2,0,2010.0,3.0,4.0,2174,1.2426201,103.83682090290966,3307500.0
2,0,2023.0,1.0,1.0,560,1.3027702,103.8694351,1737800.0
2,0,2023.0,3.0,1.0,1055,1.3124025,103.84117158557598,2889600.0
0,0,2004.0,3.0,2.0,1000,1.4332343,103.8015285,577500.0
2,0,2016.0,2.0,2.0,678,1.3526158,103.85088456895812,1312500.0
2,0,2007.0,3.0,3.0,1313,1.3087813,103.86316466155785,2394000.0
0,0,1992.0,3.0,2.0,1291,1.37344055,103.88056228215012,593200.0
1,0,2014.0,4.0,3.0,1292,1.3501789,103.9284450931913,1554000.0
0,0,1992.0,4.0,2.0,1571,1.3923914,103.7443826,824200.0
2,0,2026.0,3.0,3.0,1109,1.44002835,103.82774103667388,1659000.0
2,2,1985.0,4.0,5.0,3200,1.32951085,103.76599463220242,16590000.0
1,2,2010.0,4.0,5.0,5317,1.3070708,103.8589189,6090000.0
2,0,2025.0,1.0,1.0,484,1.3116278,103.79388546155636,1529700.0
2,2,2022.0,3.0,3.0,1249,1.31466445,103.83108413127206,4159000.0
2,0,2014.0,1.0,1.0,624,1.27340485,103.84558067317028,1354500.0
0,0,1988.0,4.0,2.0,1442,1.4330258,103.8321353,714000.0
0,0,1995.0,3.0,2.0,893,1.29587985,103.80946052594598,997500.0
1,1,1977.0,4.0,4.0,5989,1.3862854,103.9376076,6510000.0
0,0,1996.0,2.0,1.0,6479,1.308416,103.88739410787927,357000.0
2,2,2009.0,2.0,2.0,990,1.292384,103.824098,2467500.0
0,0,1995.0,2.0,2.0,721,1.2779719,103.8307214,546000.0
2,0,2023.0,2.0,2.0,700,1.28301625,103.83988698554164,1918400.0
0,0,2006.0,3.0,2.0,1001,1.27641495,103.81143909219794,944000.0
2,2,2025.0,2.0,1.0,570,1.310429,103.80282102340084,1686600.0
2,2,2013.0,4.0,6.0,4850,1.3307918,103.7577266,6037500.0
2,1,1985.0,6.0,7.0,7500,1.3376913,103.7860849,13545000.0
0,0,1992.0,3.0,2.0,1216,1.39714485,103.89542195317568,724500.0
2,1,1977.0,5.0,5.0,7534,1.3862854,103.9376076,9030000.0
1,1,2017.0,6.0,5.0,8364,1.3160951,103.7557331,3990000.0
1,2,2025.0,4.0,3.0,2293,1.30062,103.892783,7968300.0
2,0,2025.0,3.0,2.0,1076,1.28617715,103.83955002171584,2568200.0
1,0,2016.0,4.0,3.0,1249,1.3321733999999998,103.72419457835264,1785000.0
0,0,1996.0,3.0,2.0,1107,1.323632,103.9116591440186,819000.0
1,1,2008.0,5.0,5.0,6437,1.3726929499999998,103.7699175716839,9816300.0
1,0,2017.0,5.0,4.0,1690,1.39704825,103.89393329199906,2612400.0
2,2,2025.0,2.0,2.0,764,1.31730585,103.83260746060152,2368900.0
1,2,1963.0,4.0,2.0,2200,1.3440924,103.8828008,3349500.0
1,2,2025.0,4.0,4.0,4717,1.30062,103.892783,8059800.0
0,0,1981.0,2.0,2.0,1346,1.3312865500000002,103.8552540361016,819000.0
0,0,1992.0,3.0,2.0,1184,1.3909882,103.88917682361112,645800.0
2,2,2022.0,2.0,2.0,904,1.315398,103.9065121,1498400.0
0,0,1998.0,4.0,3.0,1302,1.3498252000000002,103.71120183776225,827400.0
2,0,2023.0,3.0,3.0,1711,1.3027702,103.8694351,4494000.0
1,0,2016.0,4.0,3.0,1432,1.3596434,103.94125902541528,1879500.0
2,0,2001.0,3.0,2.0,1336,1.3851905,103.8776074,1417500.0
1,0,2024.0,4.0,3.0,1206,1.38880665,103.8696866241516,1470000.0
2,0,2015.0,2.0,2.0,893,1.3524637,103.851786788895,1772400.0
2,2,2025.0,3.0,3.0,1055,1.310429,103.80282102340084,2520000.0
1,2,2015.0,5.0,5.0,5069,1.3197815,103.908881,6174000.0
0,0,1981.0,2.0,2.0,721,1.33307155,103.85716366964792,357000.0
1,0,2002.0,5.0,4.0,2000,1.4275926,103.7773106,3675000.0
1,2,2021.0,5.0,5.0,4180,1.3015062,103.8261915,8788500.0
1,2,1979.0,6.0,6.0,4800,1.3572264,103.8603044,5754000.0
0,0,1996.0,3.0,2.0,1184,1.3101547,103.8836717,735000.0
2,2,2023.0,1.0,1.0,463,1.3159611,103.836848,1461600.0
2,0,2011.0,3.0,3.0,2164,1.23962095,103.83771301051394,5029500.0
2,0,2026.0,4.0,4.0,1378,1.3113226999999998,103.85247580094573,2940000.0
2,2,2022.0,2.0,2.0,1313,1.315398,103.9065121,1980600.0
2,2,2022.0,3.0,2.0,915,1.3443339,103.8786904,2226000.0
2,0,2023.0,2.0,2.0,818,1.3027702,103.8694351,2402400.0
0,0,1980.0,2.0,2.0,720,1.3651411,103.84172788267786,396900.0
2,2,2004.0,3.0,3.0,1550,1.3591636,103.96566590988826,1680000.0
2,0,2024.0,2.0,1.0,614,1.3533168,103.7896255,1449000.0
2,0,2016.0,1.0,1.0,527,1.29856205,103.76456033459422,882000.0
0,0,1980.0,2.0,2.0,882,1.37987235,103.8359748128836,428400.0
1,0,2026.0,3.0,3.0,1249,1.4446778,103.8311689,1533000.0
2,0,2016.0,3.0,2.0,861,1.2907372,103.81807876293578,1825800.0
0,0,1992.0,4.0,3.0,1571,1.3877522,103.7694179,840000.0
0,0,1992.0,4.0,2.0,1345,1.4027297,103.7502941,630000.0
2,0,2018.0,3.0,2.0,850,1.3745655499999998,103.90339457083743,1312500.0
2,2,2024.0,3.0,2.0,936,1.3260123,103.8500626,2130400.0
1,0,2015.0,4.0,3.0,1281,1.3907092,103.91261470360703,1659000.0
2,1,1992.0,3.0,3.0,1657,1.3693479,103.7643824,2887500.0
2,2,2024.0,4.0,3.0,1302,1.3005809,103.89939364290174,3299100.0
1,1,1977.0,4.0,5.0,5990,1.3862854,103.9376076,6510000.0
2,2,2009.0,4.0,4.0,1518,1.310545,103.85748141616364,3140900.0
2,2,2025.0,2.0,2.0,786,1.31730585,103.83260746060152,2382200.0
0,0,1992.0,3.0,2.0,1001,1.4029169,103.9000407488618,682500.0
0,0,1985.0,3.0,2.0,980,1.3518667,103.94711710194164,577500.0
0,0,2004.0,3.0,2.0,969,1.4332343,103.8015285,524000.0
2,2,2022.0,4.0,3.0,1572,1.31466445,103.83108413127206,4989600.0
2,2,2023.0,1.0,1.0,463,1.3159611,103.836848,1471000.0
0,0,1985.0,3.0,2.0,1313,1.3469392999999998,103.95417729200328,651000.0
2,2,2024.0,2.0,3.0,1163,1.3260123,103.8500626,2709000.0
0,0,1992.0,3.0,2.0,1184,1.3989492,103.90817881488292,607800.0
2,2,2016.0,3.0,2.0,1539,1.3157213,103.84160862206242,3150000.0
2,2,2017.0,3.0,3.0,1776,1.30348325,103.82468956573264,6806500.0
0,0,2000.0,3.0,2.0,1130,1.3359166999999998,103.9369443776042,651000.0
2,0,2023.0,1.0,1.0,527,1.304855,103.77377633404797,1408000.0
2,2,2025.0,3.0,2.0,936,1.310429,103.80282102340084,2551500.0
2,0,2023.0,3.0,2.0,1055,1.35258045,103.83922542690792,2887500.0
0,0,1978.0,3.0,2.0,1065,1.31027885,103.77076171925694,1016400.0
1,2,1993.0,5.0,4.0,5000,1.3204729,103.9114616,6182400.0
0,0,2000.0,3.0,2.0,894,1.3190212,103.94556927893726,525000.0
2,1,1998.0,2.0,3.0,1119,1.2944632,103.84035048155911,2572500.0
1,0,2016.0,3.0,2.0,1216,1.4009397,103.89726215543872,1627500.0
2,2,2023.0,3.0,2.0,893,14.4848138,121.0232316,1982400.0
0,0,1980.0,2.0,2.0,720,1.3676957,103.85422938005831,367500.0
1,0,2027.0,3.0,2.0,1076,1.4349279,103.8452818,1371300.0
2,2,2023.0,4.0,2.0,1496,1.3123637,103.80327091227252,4623200.0
0,0,1995.0,3.0,2.0,980,1.2921536,103.826064,734000.0
2,2,2023.0,4.0,3.0,1378,1.3159611,103.836848,4147500.0
0,0,1980.0,3.0,2.0,1000,1.3705693,103.85481250019537,530200.0
2,2,2025.0,2.0,2.0,797,1.2937442,103.8466319,1930400.0
2,2,2004.0,2.0,2.0,1334,1.31358225,103.8050177827978,2415000.0
2,2,2024.0,4.0,3.0,1302,1.3005809,103.89939364290174,3299100.0
